insertId,jsonPayload.apiVersion,jsonPayload.eventTime,jsonPayload.involvedObject.apiVersion,jsonPayload.involvedObject.fieldPath,jsonPayload.involvedObject.kind,jsonPayload.involvedObject.name,jsonPayload.involvedObject.namespace,jsonPayload.involvedObject.resourceVersion,jsonPayload.involvedObject.uid,jsonPayload.kind,jsonPayload.message,jsonPayload.metadata.creationTimestamp,jsonPayload.metadata.managedFields,jsonPayload.metadata.name,jsonPayload.metadata.namespace,jsonPayload.metadata.resourceVersion,jsonPayload.metadata.selfLink,jsonPayload.metadata.uid,jsonPayload.reason,jsonPayload.reportingComponent,jsonPayload.reportingInstance,jsonPayload.source.component,jsonPayload.source.host,jsonPayload.type,logName,receiveTimestamp,resource.labels.cluster_name,resource.labels.location,resource.labels.namespace_name,resource.labels.pod_name,resource.labels.project_id,resource.type,severity,timestamp
dbwv5vfokx409,v1,,v1,spec.containers{metadata-agent},Pod,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kube-system,13536,6fe9fc49-31e1-44bd-ac6f-cdd2c783f74d,Event,Started container metadata-agent,2021-04-30T01:41:26Z,[object Object],stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f36082613bd,kube-system,508,/api/v1/namespaces/kube-system/events/stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f36082613bd,0f7c6b1a-9c3a-43bc-ae2f-11f6e111477e,Started,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:42:38Z
dbwv5vfokx408,v1,,v1,spec.containers{metadata-agent},Pod,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kube-system,13536,6fe9fc49-31e1-44bd-ac6f-cdd2c783f74d,Event,Created container metadata-agent,2021-04-30T01:41:25Z,[object Object],stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f3601a20b70,kube-system,507,/api/v1/namespaces/kube-system/events/stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f3601a20b70,cfcbbf13-fc7a-424d-8b95-071f1ee6bf3e,Created,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:42:38Z
dbwv5vfokx407,v1,,v1,spec.containers{metadata-agent},Pod,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kube-system,13536,6fe9fc49-31e1-44bd-ac6f-cdd2c783f74d,Event,"Container image ""gcr.io/stackdriver-agents/metadata-agent-go:1.2.0"" already present on machine",2021-04-30T01:42:38Z,[object Object],stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f46f36e35f4,kube-system,506,/api/v1/namespaces/kube-system/events/stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f46f36e35f4,02075692-8528-4f5d-95e3-bbfe9d52a193,Pulled,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:42:38Z
dbwv5vfokx406,v1,,v1,spec.containers{default-http-backend},Pod,l7-default-backend-7fd66b8b88-mkfsd,kube-system,13509,65353bfa-cae5-452c-b7e1-f5abb962041b,Event,Started container default-http-backend,2021-04-30T01:42:37Z,[object Object],l7-default-backend-7fd66b8b88-mkfsd.167a7f46b534dcc3,kube-system,505,/api/v1/namespaces/kube-system/events/l7-default-backend-7fd66b8b88-mkfsd.167a7f46b534dcc3,e7c49769-2146-4561-b025-02f61f8b4552,Started,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,l7-default-backend-7fd66b8b88-mkfsd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:42:37Z
dbwv5vfokx404,v1,,v1,spec.containers{prometheus-to-sd},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,Started container prometheus-to-sd,2021-04-30T01:41:56Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f3d3595d902,kube-system,502,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f3d3595d902,ad3348d3-d1b5-4a67-80a1-5a99a931c00c,Started,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:56Z
dbwv5vfokx403,v1,,v1,spec.containers{prometheus-to-sd},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,Created container prometheus-to-sd,2021-04-30T01:41:56Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f3d1dd4bd94,kube-system,501,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f3d1dd4bd94,05e7c837-13d4-48e2-a9c2-031286e6793d,Created,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:56Z
dbwv5vfokx402,v1,,v1,spec.containers{prometheus-to-sd},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,"Successfully pulled image ""gke.gcr.io/prometheus-to-sd:v0.4.2""",2021-04-30T01:41:56Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f3d053da1cd,kube-system,500,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f3d053da1cd,0831130b-2c92-43e3-b2bc-23be40a5d3c8,Pulled,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:56Z
dbwv5vfokx401,v1,,v1,spec.containers{default-http-backend},Pod,l7-default-backend-7fd66b8b88-mkfsd,kube-system,13509,65353bfa-cae5-452c-b7e1-f5abb962041b,Event,Created container default-http-backend,2021-04-30T01:41:53Z,[object Object],l7-default-backend-7fd66b8b88-mkfsd.167a7f3c51378b0d,kube-system,499,/api/v1/namespaces/kube-system/events/l7-default-backend-7fd66b8b88-mkfsd.167a7f3c51378b0d,3bcba653-9fa0-4ec5-a7ec-bebf4625b004,Created,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,l7-default-backend-7fd66b8b88-mkfsd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:53Z
dbwv5vfokx400,v1,,v1,spec.containers{default-http-backend},Pod,l7-default-backend-7fd66b8b88-mkfsd,kube-system,13509,65353bfa-cae5-452c-b7e1-f5abb962041b,Event,"Successfully pulled image ""k8s.gcr.io/ingress-gce-404-server-with-metrics-amd64:v1.6.0""",2021-04-30T01:41:52Z,[object Object],l7-default-backend-7fd66b8b88-mkfsd.167a7f3c47482f68,kube-system,498,/api/v1/namespaces/kube-system/events/l7-default-backend-7fd66b8b88-mkfsd.167a7f3c47482f68,1addb75c-9a4a-4ba3-8158-bb32924ec3b7,Pulled,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,l7-default-backend-7fd66b8b88-mkfsd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:52Z
dbwv5vfokx3zz,v1,,v1,spec.containers{prometheus-to-sd},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,"Pulling image ""gke.gcr.io/prometheus-to-sd:v0.4.2""",2021-04-30T01:41:51Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f3be60ce2a7,kube-system,497,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f3be60ce2a7,2cf329b9-b843-4a48-acd3-c511afbf2a2e,Pulling,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:51Z
dbwv5vfokx3zy,v1,,v1,spec.containers{sidecar},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,Started container sidecar,2021-04-30T01:41:51Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f3be5e58f74,kube-system,496,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f3be5e58f74,b76dd701-eed0-4795-b3b1-893cb260b893,Started,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:51Z
dbwv5vfokx3zx,v1,,v1,spec.containers{sidecar},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,Created container sidecar,2021-04-30T01:41:50Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f3bcde477d0,kube-system,495,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f3bcde477d0,8701eb99-7fb2-41ea-aeec-8db0b7df5e89,Created,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:50Z
dbwv5vfokx3zw,v1,,v1,spec.containers{sidecar},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,"Successfully pulled image ""gke.gcr.io/k8s-dns-sidecar-amd64:1.15.16-gke.0""",2021-04-30T01:41:50Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f3bb6e336f9,kube-system,494,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f3bb6e336f9,1d2e3fb9-91b4-444d-9b09-506165727751,Pulled,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:50Z
dbwv5vfokx3zv,v1,,v1,spec.containers{metadata-agent-nanny},Pod,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kube-system,13536,6fe9fc49-31e1-44bd-ac6f-cdd2c783f74d,Event,Started container metadata-agent-nanny,2021-04-30T01:41:47Z,[object Object],stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f3b08254f64,kube-system,493,/api/v1/namespaces/kube-system/events/stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f3b08254f64,31a643ec-e94b-44e4-9264-a30d86e92203,Started,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:47Z
dbwv5vfokx3zu,v1,,v1,spec.containers{metadata-agent-nanny},Pod,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kube-system,13536,6fe9fc49-31e1-44bd-ac6f-cdd2c783f74d,Event,Created container metadata-agent-nanny,2021-04-30T01:41:47Z,[object Object],stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f3b014ab6d8,kube-system,492,/api/v1/namespaces/kube-system/events/stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f3b014ab6d8,39b01506-4fb5-42c9-be47-b90a5012f37c,Created,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:47Z
dbwv5vfokx3zt,v1,,v1,spec.containers{metadata-agent-nanny},Pod,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kube-system,13536,6fe9fc49-31e1-44bd-ac6f-cdd2c783f74d,Event,"Successfully pulled image ""gke.gcr.io/addon-resizer:1.8.11-gke.1""",2021-04-30T01:41:47Z,[object Object],stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f3aed30ee91,kube-system,491,/api/v1/namespaces/kube-system/events/stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd.167a7f3aed30ee91,03dfc6f3-c872-427d-804f-23d1a2ba24b7,Pulled,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,stackdriver-metadata-agent-cluster-level-795d6c5685-llzwd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:47Z
dbwv5vfokx3zs,v1,,v1,spec.containers{fluentbit-gke},Pod,fluentbit-gke-78sgh,kube-system,13528,bc5b1b19-a2b8-470d-98cd-6b51390fdb37,Event,Started container fluentbit-gke,2021-04-30T01:41:44Z,[object Object],fluentbit-gke-78sgh.167a7f3a4bc11546,kube-system,490,/api/v1/namespaces/kube-system/events/fluentbit-gke-78sgh.167a7f3a4bc11546,920f5547-ed9f-43ab-8d5d-04c04ca15cea,Started,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,fluentbit-gke-78sgh,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:44Z
dbwv5vfokx3zr,v1,,v1,spec.containers{fluentbit-gke},Pod,fluentbit-gke-78sgh,kube-system,13528,bc5b1b19-a2b8-470d-98cd-6b51390fdb37,Event,Created container fluentbit-gke,2021-04-30T01:41:44Z,[object Object],fluentbit-gke-78sgh.167a7f3a454dd893,kube-system,489,/api/v1/namespaces/kube-system/events/fluentbit-gke-78sgh.167a7f3a454dd893,133c534c-863b-44aa-bec8-cfb8ebce4515,Created,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,fluentbit-gke-78sgh,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:44Z
dbwv5vfokx3zq,v1,,v1,spec.containers{fluentbit-gke},Pod,fluentbit-gke-78sgh,kube-system,13528,bc5b1b19-a2b8-470d-98cd-6b51390fdb37,Event,"Successfully pulled image ""gke.gcr.io/fluent-bit-gke-exporter:v0.14.2-gke.0""",2021-04-30T01:41:43Z,[object Object],fluentbit-gke-78sgh.167a7f3a2e0143e1,kube-system,488,/api/v1/namespaces/kube-system/events/fluentbit-gke-78sgh.167a7f3a2e0143e1,65ba0fd0-ac9c-42b7-899e-7d5f2a2ff1c0,Pulled,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,fluentbit-gke-78sgh,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:43Z
dbwv5vfokx3zp,v1,,v1,spec.containers{default-http-backend},Pod,l7-default-backend-7fd66b8b88-mkfsd,kube-system,13509,65353bfa-cae5-452c-b7e1-f5abb962041b,Event,"Pulling image ""k8s.gcr.io/ingress-gce-404-server-with-metrics-amd64:v1.6.0""",2021-04-30T01:41:43Z,[object Object],l7-default-backend-7fd66b8b88-mkfsd.167a7f39fd6ecf42,kube-system,487,/api/v1/namespaces/kube-system/events/l7-default-backend-7fd66b8b88-mkfsd.167a7f39fd6ecf42,1f2343b2-2d17-4c08-961e-641e7a8ff9f8,Pulling,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,l7-default-backend-7fd66b8b88-mkfsd,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:43Z
dbwv5vfokx3zo,v1,,v1,spec.containers{gce-pd-driver},Pod,pdcsi-node-n4vnt,kube-system,13522,b4dc2126-2d28-4804-aaaa-5b407fb39095,Event,Started container gce-pd-driver,2021-04-30T01:41:41Z,[object Object],pdcsi-node-n4vnt.167a7f39ade5a389,kube-system,486,/api/v1/namespaces/kube-system/events/pdcsi-node-n4vnt.167a7f39ade5a389,f0777bb8-83ee-4118-a94b-b7dfcc9db0cd,Started,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,pdcsi-node-n4vnt,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:41Z
dbwv5vfokx3zn,v1,,v1,spec.containers{gce-pd-driver},Pod,pdcsi-node-n4vnt,kube-system,13522,b4dc2126-2d28-4804-aaaa-5b407fb39095,Event,Created container gce-pd-driver,2021-04-30T01:41:41Z,[object Object],pdcsi-node-n4vnt.167a7f39a71a3af5,kube-system,485,/api/v1/namespaces/kube-system/events/pdcsi-node-n4vnt.167a7f39a71a3af5,a2dc50f6-225d-44c1-ace9-b67540475b42,Created,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,pdcsi-node-n4vnt,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:41Z
dbwv5vfokx3zm,v1,,v1,spec.containers{gce-pd-driver},Pod,pdcsi-node-n4vnt,kube-system,13522,b4dc2126-2d28-4804-aaaa-5b407fb39095,Event,"Successfully pulled image ""gke.gcr.io/gcp-compute-persistent-disk-csi-driver:v1.0.1-gke.0""",2021-04-30T01:41:40Z,[object Object],pdcsi-node-n4vnt.167a7f39682699a5,kube-system,484,/api/v1/namespaces/kube-system/events/pdcsi-node-n4vnt.167a7f39682699a5,8f6456a2-94f1-409e-803d-3675ab67e3df,Pulled,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,pdcsi-node-n4vnt,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:40Z
dbwv5vfokx3zl,v1,,v1,spec.containers{sidecar},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,"Pulling image ""gke.gcr.io/k8s-dns-sidecar-amd64:1.15.16-gke.0""",2021-04-30T01:41:34Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f37e5ce44c3,kube-system,483,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f37e5ce44c3,0edb006f-306c-4472-95d1-29d5671f205a,Pulling,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:34Z
dbwv5vfokx3zk,v1,,v1,spec.containers{dnsmasq},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,Started container dnsmasq,2021-04-30T01:41:34Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f37e5b22dc1,kube-system,482,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f37e5b22dc1,c7ee8603-c7a7-477a-a2d7-93b9f594fda6,Started,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:34Z
dbwv5vfokx3zj,v1,,v1,spec.containers{dnsmasq},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,Created container dnsmasq,2021-04-30T01:41:33Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f37cd49a172,kube-system,481,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f37cd49a172,ae4b7701-a752-44ce-968d-5e696fdea78f,Created,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:33Z
dbwv5vfokx3zi,v1,,v1,spec.containers{dnsmasq},Pod,kube-dns-6465f78586-zfgvc,kube-system,13510,f34c03d2-a3b6-40f2-8b15-320d06f44ce0,Event,"Successfully pulled image ""gke.gcr.io/k8s-dns-dnsmasq-nanny-amd64:1.15.16-gke.0""",2021-04-30T01:41:33Z,[object Object],kube-dns-6465f78586-zfgvc.167a7f37b7464510,kube-system,480,/api/v1/namespaces/kube-system/events/kube-dns-6465f78586-zfgvc.167a7f37b7464510,0ac9697c-59f4-4835-a5fe-e939ddd7bc1b,Pulled,,,kubelet,gke-nodecluster-default-pool-9c283c38-qbp9,Normal,projects/kubernetes-start-310009/logs/events,2021-04-30T01:43:01.332099845Z,nodecluster,asia-southeast1-a,kube-system,kube-dns-6465f78586-zfgvc,kubernetes-start-310009,k8s_pod,INFO,2021-04-30T01:41:33Z
